,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
072018_17 green_LineProfile_2.tif,25.31,71.73,38.0,0.07856,2.016,53.19,2
072018_17 green_LineProfile_3.tif,,,,,,,1
072018_17 green_LineProfile_4.tif,19.43,20.7,20.0,0.009144,0.005805,60.47,4
072018_17 green_LineProfile_5.tif,11.87,18.64,15.0,0.02779,0.06046,49.77,3
072018_17 green_LineProfile_6.tif,11.64,20.93,15.0,0.04096,0.167,36.39,4
072018_17 green_LineProfile_7.tif,97.35,109.5,100.0,0.01799,0.1509,45.53,16
072018_18 green_LineProfile_1.tif,97.16,107.9,98.0,0.04333,0.2425,23.82,14
072018_18 green_LineProfile_2.tif,42.48,48.79,48.0,0.0219,0.06027,16.89,6
072018_18 green_LineProfile_3.tif,62.65,63.84,63.0,0.01217,0.007255,24.65,11
072018_18 green_LineProfile_4.tif,115.1,116.7,116.0,0.01414,0.01157,35.57,12
072018_18 green_LineProfile_5.tif,10.44,22.6,19.0,0.008636,0.05057,21.65,3
072018_18 green_LineProfile_6.tif,7.818,27.85,24.0,0.02277,0.1791,48.05,2
072018_18 green_LineProfile_7.tif,1.0,5.885,4.0,0.01816,0.0623,12.98,1
072018_18 green_LineProfile_8.tif,1.0,5.382,3.0,0.01296,0.038,18.28,1
072018_110a green_LineProfile_1.tif,104.4,111.7,106.0,0.1085,0.3862,51.56,14
072018_110a green_LineProfile_2.tif,51.5,65.99,61.0,0.03589,0.2466,55.76,1
072018_110a green_LineProfile_3.tif,60.53,61.47,61.0,0.006772,0.003197,52.09,2
072018_110a green_LineProfile_4.tif,72.39,73.18,73.0,0.01094,0.004312,63.04,3
072018_110a green_LineProfile_5.tif,105.5,106.4,106.0,0.02167,0.009989,57.04,2
072018_110a green_LineProfile_6.tif,100.7,111.7,106.0,0.1339,0.6552,50.08,7
072018_110a green_LineProfile_7.tif,101.3,111.4,106.0,0.1062,0.4685,63.02,3
072018_111a green_LineProfile_1.tif,13.27,24.66,22.0,0.06015,0.299,31.74,4
072018_111a green_LineProfile_2.tif,12.5,20.69,15.0,0.03428,0.1462,27.58,2
072018_111a green_LineProfile_3.tif,21.63,27.66,26.0,0.01835,0.07754,51.03,3
072018_111a green_LineProfile_4.tif,22.78,28.06,26.0,0.01521,0.04221,71.41,3
072018_111a green_LineProfile_5.tif,22.29,24.74,23.0,0.01982,0.03075,33.46,4
072018_111a green_LineProfile_6.tif,19.58,24.76,23.0,0.02716,0.07424,38.22,4
072018_111a green_LineProfile_7.tif,21.3,23.92,22.0,0.02031,0.03234,40.13,5
072018_111b green_LineProfile_1.tif,3.361,4.387,4.0,0.0128,0.006563,99.93,1
072018_111b green_LineProfile_2.tif,3.135,4.403,4.0,0.01086,0.006884,100.0,1
072018_111b green_LineProfile_4.tif,,,,,,,1
072018_111b green_LineProfile_5.tif,44.45,45.71,45.0,0.118,0.07416,52.64,7
