,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
020618_17 _green_LineProfile_7.tif,78.36,85.9,79,0.01503,0.04125,15.28,18
020618_17 _green_LineProfile_8.tif,72.63,78.93,75,0.01636,0.05426,22.02,16
022018_110 green_LineProfile_1.tif,11.62,13.88,13,0.01913,0.02374,23.58,3
022018_110 green_LineProfile_2.tif,26.68,31.08,30,0.006923,0.01327,23.2,5
022018_110 green_LineProfile_3.tif,23.73,42.22,28,0.01045,0.07321,50.9,4
022018_110 green_LineProfile_4.tif,35.16,41.92,39,0.008939,0.02841,43.82,6
022018_110 green_LineProfile_5.tif,23.35,44.25,28,0.009625,0.08144,59.68,5
022018_110 green_LineProfile_6.tif,18.78,46.59,29,0.01518,0.2081,44.67,4
022018_110 green_LineProfile_7.tif,16,30.8,19,0.02205,0.1287,26.18,3
022018_110 green_LineProfile_8.tif,1,33.57,13,0.0853,1.021,52.95,1
022018_111 green_LineProfile_1.tif,37.46,39.58,39,0.02542,0.02942,22.96,8
022018_111 green_LineProfile_2.tif,14.25,35.03,20,0.02868,0.3527,93.23,2
022018_111 green_LineProfile_3.tif,15.78,33.95,29,0.02132,0.2031,100,1
022018_111 green_LineProfile_4.tif,15.51,34.31,20,0.02525,0.3196,100,1
022018_111 green_LineProfile_5.tif,16.62,33.68,26,0.01963,0.2172,100,1
022018_111 green_LineProfile_6.tif,16.61,33.61,26,0.01937,0.1433,96.59,2
022018_111 green_LineProfile_7.tif,16.78,23.57,21,0.008975,0.03354,52.52,2
022018_111 green_LineProfile_8.tif,35.53,85.92,43,0.04961,0.8364,78.37,4
022018_112 green_LineProfile_1.tif,56.85,59.67,59,0.02022,0.02664,26.91,11
022018_112 green_LineProfile_2.tif,15.83,25.95,17,0.01004,0.05122,38.48,1
022018_112 green_LineProfile_3.tif,71.81,109.5,80,0.0238,0.5552,50.1,3
022018_112 green_LineProfile_4.tif,71.37,109.7,78,0.02454,0.5366,50.99,3
022018_112 green_LineProfile_5.tif,71.75,109.6,78,0.02718,0.7046,53.71,3
022018_112 green_LineProfile_6.tif,16.7,49.22,27,0.01786,0.3476,54.64,1
022018_112 green_LineProfile_7.tif,15.84,49.37,27,0.01845,0.2517,69.37,2
022018_112 green_LineProfile_8.tif,55.09,71.27,62,0.03475,0.1599,70.11,9
022018_16 green_LineProfile_1.tif,62.8,65.48,65,0.02703,0.0257,76.39,3
022018_16 green_LineProfile_2.tif,64.18,65.58,65,0.01457,0.01022,46.99,4
022018_16 green_LineProfile_3.tif,61.65,64.11,63,0.01074,0.01256,82.37,4
022018_16 green_LineProfile_4.tif,24.6,64.27,38,0.02905,0.6035,99.81,1
022018_16 green_LineProfile_5.tif,21.81,64.49,53,0.03914,1.157,96.02,3
022018_16 green_LineProfile_6.tif,20.38,64.54,62,0.04563,1.371,92.27,5
